"l","SSE"
"444",1.43,18.175726599707
"445",1.44,18.2923028642102
"446",1.45,18.4098165984921
"447",1.46,18.5282726182656
"448",1.47,18.6476757701527
"449",1.48,18.7680309318664
"450",1.49,18.8893430123943
"451",1.5,19.0116169521822
"452",1.51,19.1348577233203
"453",1.52,19.2590703297292
"454",1.53,19.3842598073485
"455",1.54,19.5104312243253
"456",1.55,19.6375896812048
"457",1.56,19.7657403111217
"458",1.57,19.8948882799933
"459",1.58,20.025038786713
"460",1.59,20.1561970633458
"461",1.6,20.2883683753249
"462",1.61,20.4215580216493
"463",1.62,20.5557713350829
"464",1.63,20.6910136823548
"465",1.64,20.8272904643609
"466",1.65,20.9646071163669
"467",1.66,21.1029691082121
"468",1.67,21.2423819445156
"469",1.68,21.3828511648824
"470",1.69,21.5243823441121
"471",1.7,21.666981092408
"472",1.71,21.8106530555883
"473",1.72,21.955403915298
"474",1.73,22.1012393892225
"475",1.74,22.2481652313027
"476",1.75,22.3961872319511
"477",1.76,22.5453112182697
"478",1.77,22.6955430542689
"479",1.78,22.8468886410879
"480",1.79,22.9993539172171
"481",1.8,23.1529448587207
"482",1.81,23.3076674794622
"483",1.82,23.4635278313301
"484",1.83,23.6205320044659
"485",1.84,23.7786861274929
"486",1.85,23.9379963677472
"487",1.86,24.0984689315091
"488",1.87,24.2601100642376
"489",1.88,24.4229260508046
"490",1.89,24.586923215732
"491",1.9,24.7521079234294
"492",1.91,24.9184865784343
"493",1.92,25.0860656256526
"494",1.93,25.2548515506015
"495",1.94,25.4248508796541
"496",1.95,25.5960701802848
"497",1.96,25.7685160613168
"498",1.97,25.9421951731714
"499",1.98,26.117114208118
"500",1.99,26.2932799005269
"501",2,26.4706990271226
"502",2.01,26.6493784072397
"503",2.02,26.8293249030797
"504",2.03,27.0105454199697
"505",2.04,27.193046906623
"506",2.05,27.3768363554008
"507",2.06,27.5619208025765
"508",2.07,27.7483073286007
"509",2.08,27.9360030583683
"510",2.09,28.1250151614876
"511",2.1,28.3153508525508
"512",2.11,28.5070173914063
"513",2.12,28.7000220834326
"514",2.13,28.8943722798145
"515",2.14,29.0900753778202
"516",2.15,29.2871388210811
"517",2.16,29.4855700998727
"518",2.17,29.6853767513976
"519",2.18,29.8865663600706
"520",2.19,30.0891465578045
"521",2.2,30.2931250242997
"522",2.21,30.4985094873334
"523",2.22,30.7053077230526
"524",2.23,30.9135275562675
"525",2.24,31.123176860748
"526",2.25,31.3342635595208
"527",2.26,31.5467956251702
"528",2.27,31.7607810801385
"529",2.28,31.9762279970307
"530",2.29,32.1931444989193
"531",2.3,32.4115387596523
"532",2.31,32.6314190041621
"533",2.32,32.8527935087778
"534",2.33,33.0756706015379
"535",2.34,33.3000586625062
"536",2.35,33.525966124089
"537",2.36,33.7534014713551
"538",2.37,33.9823732423569
"539",2.38,34.2128900284545
"540",2.39,34.4449604746409
"541",2.4,34.6785932798706
"542",2.41,34.9137971973887
"543",2.42,35.1505810350635
"544",2.43,35.3889536557206
"545",2.44,35.6289239774792
"546",2.45,35.8705009740903
"547",2.46,36.1136936752779
"548",2.47,36.3585111670815
"549",2.48,36.6049625922013
"550",2.49,36.8530571503455
"551",2.5,37.1028040985794
"552",2.51,37.3542127516779
"553",2.52,37.607292482479
"554",2.53,37.86205272224
"555",2.54,38.1185029609965
"556",2.55,38.3766527479229
"557",2.56,38.636511691696
"558",2.57,38.8980894608599
"559",2.58,39.1613957841947
"560",2.59,39.4264404510861
"561",2.6,39.6932333118983
"562",2.61,39.961784278349
"563",2.62,40.2321033238868
"564",2.63,40.5042004840712
"565",2.64,40.7780858569545
"566",2.65,41.0537696034673
"567",2.66,41.3312619478049
"568",2.67,41.6105731778176
"569",2.68,41.8917136454028
"570",2.69,42.1746937668997
"571",2.7,42.4595240234863
"572",2.71,42.7462149615801
"573",2.72,43.0347771932396
"574",2.73,43.3252213965699
"575",2.74,43.6175583161299
"576",2.75,43.911798763343
"577",2.76,44.2079536169095
"578",2.77,44.5060338232227
"579",2.78,44.8060503967865
"580",2.79,45.1080144206367
"581",2.8,45.4119370467645
"582",2.81,45.7178294965428
"583",2.82,46.0257030611554
"584",2.83,46.3355691020288
"585",2.84,46.6474390512665
"586",2.85,46.9613244120872
"587",2.86,47.2772367592642
"588",2.87,47.5951877395689
"589",2.88,47.9151890722168
"590",2.89,48.2372525493159
"591",2.9,48.561390036319
"592",2.91,48.8876134724777
"593",2.92,49.2159348713002
"594",2.93,49.5463663210118
"595",2.94,49.8789199850183
"596",2.95,50.2136081023725
"597",2.96,50.5504429882434
"598",2.97,50.8894370343889
"599",2.98,51.2306027096314
"600",2.99,51.5739525603356
"601",3,51.9194992108915
